Time_min,ReactorTemp,Pressure_bar,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Feed_Flow_m3_s,Coolant_delatT_K
0.0,313.3432800546663,1.2,8.916666666666666,800,0.0,0.0,5.077143200000023
0.5,314.27767719937077,1.2934759783368557,8.994520551705525,800,0.4134298862880733,0.0025761984538639,8.388683228571438
1.0,318.0621604140514,1.5,9.07062088613676,800,0.9938917664552982,0.002474865016192,11.379812806802704
1.5,323.60710543958754,1.5,9.14931481799548,800,1.0,0.0025612958085279,14.08108758710722
2.0,328.20559065356514,1.5,9.225946343255709,800,0.9805338046824508,0.0025328336494201,16.519992540716032
2.5,332.1235030202155,1.5,9.302288856988069,800,1.0,0.0025146396076386,15.426475641600234
3.0,335.67908870784663,1.5,9.379921393847065,800,1.0,0.0026413911074522,15.89537209478118
3.5,339.01241160040587,1.5,9.457142644782795,800,0.9954072054430247,0.0026027292643657,18.140563961944906
4.0,342.0817909028137,1.5,9.534854685653595,800,1.0,0.0026187852900605,20.166929117950133
4.5,345.47802616904426,1.5,9.61192423973293,800,0.996271132005066,0.0025820309031228,21.995525192431103
5.0,350.69719725363484,1.5,9.689656931582052,800,0.9926741328012664,0.0025186906202287,23.64497330743768
5.5,358.2097896890534,1.5,9.766554238456507,800,0.9937765203830288,0.0025358685623675,24.884455240062664
6.0,357.79410663078596,1.5,9.84315954372413,800,0.9915871044913632,0.0026000918237531,24.439170807675737
6.5,358.0885096277852,1.5,9.920080392894564,800,0.9971430971678448,0.0026195072420262,25.837389940278058
7.0,357.7724062935816,1.5,9.997715991563812,800,0.98043373786003,0.0025648953981376,27.097455650727795
7.5,358.15986907245656,1.5,10.07421169313398,800,0.997160552876966,0.0025092905051353,28.23231756018231
8.0,357.8728878112139,1.5,10.15061893954665,800,1.0,0.0025809255216685,27.136969344926854
8.5,358.1991444462207,1.5,10.226254430208618,800,1.0,0.002614263440909,25.582786340648113
9.0,357.49266567710896,1.5,10.304688037804713,800,1.0,0.0026442626397313,26.841997422491147
9.5,358.0928762844427,1.5,10.38148481042858,800,1.0,0.0025144988149428,27.976688553682493
10.0,357.81411106467505,1.5,10.457937976709529,800,0.9981438623851158,0.002517973373979,27.821305767617503
10.5,358.16059800009253,1.5,10.534961874538688,800,1.0,0.0026036063734649,27.615999599272982
11.0,357.59003418048445,1.5,10.61221316392811,800,1.0,0.0026816387982284,28.658417008866024
11.5,358.2285857933928,1.5,10.689768770676103,800,1.0,0.0025626371268193,29.596801474688334
12.0,357.5579500886707,1.5,10.767838916872236,800,0.9864710790390232,0.0025810201900002,30.44094867709896
12.5,358.2175509139204,1.5,10.845632688953708,800,1.0,0.0026315193608701,29.243059726899048
13.0,357.69870304405464,1.5,10.923861624437384,800,1.0,0.0026051624888625,30.108993610051527
13.5,358.17832804653005,1.5,11.00159675808479,800,0.9968807533868692,0.0026285347409155,30.88762998052283
14.0,357.7476823944223,1.5,11.079565797012648,800,0.9944099200478772,0.0026237667077039,31.587412306187332
14.5,358.27185080749456,1.5,11.15730374500553,800,1.0,0.0026594434340418,32.21593671512187
15.0,357.84311320630223,1.5,11.232869539211888,800,1.0,0.0024576830703287,32.779895323205494
15.5,358.0367708823436,1.5,11.309667088358664,800,1.0,0.0025747015107487,33.28553079718591
16.0,357.93079532294513,1.5,11.386717344219376,800,0.9904543830649232,0.0026169806085393,32.622928359358696
16.5,358.0640758612756,1.5,11.463274959909665,800,1.0,0.0026504796394505,33.13237361084833
17.0,357.78109550065994,1.5,11.540669204562256,800,0.9984380828964922,0.0024660969101761,33.58863383838661
17.5,358.2003376742557,1.5,11.61724175751351,800,1.0,0.0026007147336005,33.99671039663548
18.0,357.83552445618204,1.5,11.695042443030754,800,0.9850008199091358,0.0025463881049156,32.597848235051174
18.5,358.1765132488025,1.5,11.771663276486368,800,0.9952281784888966,0.0025327749613271,29.97682870790345
19.0,357.77930105535984,1.5,11.8476835489382,800,1.0,0.0025471899212427,30.916970116674577
19.5,358.2497429784537,1.5,11.925060717032872,800,1.0,0.002538881548002,31.762548562705547
20.0,357.79483316122185,1.5,12.002439325133246,800,0.988456278253748,0.0026231044796894,32.522610413876464
20.5,358.1249278597719,1.5,12.078663683739464,800,1.0,0.0024961138996629,33.20517986017393
21.0,357.7757081135258,1.5,12.156027457202065,800,0.9972940987385744,0.0025856200800429,30.522597502062126
21.5,358.25280143826654,1.5,12.23284837385451,800,0.999585198177094,0.0025747492565201,29.55376806377052
22.0,357.86680601205563,1.5,12.310087561626506,800,0.9981085606633172,0.0025996531294676,30.498160314839993
22.5,358.09239424029477,1.5,12.387518349568568,800,0.9942060913730568,0.0025501215875962,31.347611532474275
23.0,357.7335674334985,1.5,12.4636856728339,800,0.9986895472695524,0.0025959712051501,32.11138071033389
23.5,358.12543012184057,1.5,12.540276025816684,800,0.9792408303657704,0.002509917866976,32.79741401411161
24.0,357.8046663536224,1.5,12.617982204264605,800,1.0,0.0026180466769189,33.16523492705335
24.5,358.3835658912188,1.5,12.69500538177418,800,0.9801148828318528,0.0025426706231273,31.931304810191136
25.0,357.7058016554241,1.5,12.772700682772086,800,0.9877470328331416,0.002620899996612,32.6159873711253
25.5,358.1675211333436,1.5,12.850571327339004,800,0.9987523626817124,0.002604803450167,33.23047237387527
26.0,357.80296441541003,1.5,12.927127346058574,800,1.0,0.0025150890745629,33.781237452553796
26.5,358.1827753987651,1.5,13.00479238154316,800,1.0,0.0026118045975921,32.157420676120125
27.0,357.68795385828963,1.5,13.081306814523636,800,1.0,0.0025057775976191,30.125099449822983
27.5,358.08503634649435,1.5,13.15855179740851,800,1.0,0.0026809613025912,30.95170928317316
28.0,357.64547764667583,1.5,13.236354801646488,800,1.0,0.0025143234649707,31.69499928477569
28.5,358.0983821063518,1.5,13.313365465776872,800,0.9824099110472668,0.0025539940873106,31.185491667177985
29.0,357.8898046279111,1.5,13.39071314774117,800,1.0,0.0025754111439053,30.659786841732455
29.5,358.1560008309866,1.5,13.469019233992032,800,1.0,0.0026971133199893,31.41231975204363
30.0,357.9299829884718,1.5,13.546471488075976,800,0.9982643327331449,0.0025980571006852,32.088427766134714
30.5,358.10462749056444,1.5,13.624172238415598,800,0.9895544636725166,0.0025948109439108,32.69527722650281
31.0,357.89598903148385,1.5,13.701570406614335,800,0.9941946778881692,0.0025281180738995,31.28269031921684
31.5,358.2350476711635,1.5,13.778913553436563,800,1.0,0.0025715786441183,31.95437366976762
32.0,357.7650919399036,1.5,13.85668788966624,800,1.0,0.0026494764642516,32.55725955836118
32.5,358.1699516943617,1.5,13.93366272801602,800,1.0,0.002509035619107,33.098029543279154
33.0,357.9007561138546,1.5,14.010957490560848,800,0.9889429609151028,0.0025404167749204,33.58268564391926
33.5,358.19014832845784,1.5,14.0881078830328,800,1.0,0.0026017120359931,34.01647768735552
34.0,357.9683836545766,1.5,14.1663468843156,800,1.0,0.0026042803268949,34.40434341236926
34.5,358.06958987658874,1.5,14.242791411079027,800,0.9885592928005538,0.0024371223607496,33.63518739214362
35.0,358.2206440215131,1.5,14.319608203422796,800,0.9932687162627544,0.0026538512868522,34.048227021463276
